OrderID,PickupX,PickupY,DeliveryX,DeliveryY,OrderSize
O5184,62,23,64,91,8
O5185,26,79,48,18,1
O5186,53,72,87,87,5
O5187,6,20,34,98,7
O5188,25,41,6,80,5
O5189,34,76,67,52,2
O5190,17,71,76,71,2
O5191,20,64,10,18,2
O5192,33,18,23,40,3
O5193,90,44,70,2,5
O5194,93,19,19,59,5
O5195,4,68,96,96,4
O5196,51,58,67,82,6
O5197,95,57,24,13,4
O5198,54,76,77,20,1
O5199,43,84,85,23,3
O5200,13,31,47,34,5
O5201,37,63,17,99,5
O5202,91,19,42,13,3
O5203,68,76,22,97,8
O5204,6,2,17,25,7
O5205,91,78,35,50,2
O5206,97,91,82,35,4
O5207,64,94,76,48,7
O5208,43,2,86,39,1
O5209,81,94,43,20,2
O5210,12,77,40,7,3
O5211,68,74,16,83,2
O5212,5,66,43,23,4
O5213,97,63,42,5,1
O5214,98,89,56,86,1
O5215,71,51,7,16,3
O5216,64,37,57,52,1
O5217,99,86,80,8,5
O5218,83,69,85,57,8
O5219,81,15,39,69,8
O5220,6,73,76,93,6
O5221,35,15,95,21,7
O5222,77,55,29,16,7
O5223,65,69,15,40,3
O5224,97,41,21,12,3
O5225,42,98,48,52,5
O5226,6,1,43,56,7
O5227,37,65,77,12,3
O5228,89,26,91,33,7
O5229,36,20,96,88,2
O5230,21,41,88,33,2
O5231,25,18,23,64,7
O5232,11,22,3,10,6
O5233,18,69,37,83,6
O5234,74,23,24,78,8
O5235,99,8,50,46,5
O5236,66,72,24,11,7
O5237,100,85,65,1,6
O5238,97,90,99,67,7
O5239,23,62,1,74,4
O5240,51,18,99,37,2
O5241,44,14,92,81,2
O5242,1,33,31,24,7
O5243,12,82,21,5,6
O5244,99,38,96,59,5
O5245,97,78,27,7,1
O5246,100,36,79,45,6
O5247,1,84,80,2,3
O5248,100,4,61,26,8
O5249,58,8,75,33,6
O5250,31,28,70,29,6
O5251,53,40,10,32,5
O5252,36,41,29,48,1
O5253,83,75,78,57,2
O5254,45,26,30,90,8
O5255,22,1,64,20,5
O5256,40,63,46,36,4
O5257,1,51,63,59,1
O5258,44,89,56,70,6
O5259,17,53,73,78,2
O5260,45,85,37,76,3
O5261,50,71,42,51,2
O5262,9,34,13,59,6
O5263,53,77,17,38,3
O5264,87,69,56,11,3
O5265,10,95,64,2,1
O5266,89,35,84,11,3
O5267,64,49,22,71,2
O5268,11,45,67,16,2
O5269,12,100,53,23,5
O5270,20,16,4,79,7
O5271,36,39,64,34,6
O5272,32,78,28,68,7
O5273,80,36,90,75,8
O5274,98,90,13,13,7
O5275,56,14,21,17,1
O5276,69,98,64,89,5
O5277,66,86,34,63,1
O5278,81,14,36,41,3
O5279,45,4,81,22,6
O5280,45,67,72,63,5
O5281,85,14,85,47,6
O5282,88,47,38,5,1
O5283,30,88,23,71,2
O5284,86,62,4,37,3
O5285,92,87,72,100,4
O5286,77,69,56,38,2
O5287,65,38,69,8,1
O5288,78,35,21,87,2
O5289,27,5,10,76,7
O5290,73,17,52,9,8
O5291,77,81,32,23,2
O5292,98,27,40,92,8
O5293,32,50,94,87,4
O5294,74,13,19,30,1
O5295,92,89,16,8,7
O5296,93,4,71,79,2
O5297,63,100,39,80,8
O5298,59,52,61,28,7
O5299,93,44,53,18,5
O5300,68,78,93,81,1
O5301,56,8,2,27,1
O5302,22,95,49,87,4
O5303,6,46,11,77,3
O5304,81,59,20,46,4
O5305,82,61,93,80,5
O5306,74,20,47,5,1
O5307,42,25,34,31,7
O5308,86,11,58,77,4
O5309,75,94,79,12,7
O5310,40,7,12,49,5
O5311,40,9,84,61,5
O5312,67,56,95,7,1
O5313,87,74,43,10,3
O5314,57,38,69,45,6
O5315,96,64,16,74,6
O5316,20,20,83,89,3
O5317,92,48,22,73,7
O5318,56,70,28,69,5
O5319,52,45,90,1,2
O5320,4,17,64,100,1
O5321,30,87,32,19,2
O5322,84,94,8,71,1
O5323,27,70,50,24,3
O5324,3,5,75,50,8
O5325,61,69,20,19,3
O5326,9,83,19,55,8
O5327,91,7,75,15,4
O5328,4,16,87,98,8
O5329,69,84,29,5,3
O5330,53,73,63,46,4
O5331,97,12,61,94,1
O5332,7,43,47,92,7
O5333,12,19,42,40,2
O5334,19,92,77,98,2
O5335,26,38,100,28,8
O5336,78,41,8,5,3
O5337,19,71,36,27,8
O5338,9,90,70,100,7
O5339,30,91,64,94,3
O5340,92,9,91,32,8
O5341,48,32,24,51,4
O5342,26,63,82,38,4
O5343,40,54,78,78,6
O5344,87,55,18,42,3
O5345,7,72,62,32,3
O5346,54,27,7,93,3
O5347,86,65,6,36,2
O5348,27,23,4,10,8
O5349,42,64,22,45,6
O5350,64,96,9,15,8
O5351,96,6,1,75,7
O5352,99,63,21,87,7
O5353,86,28,95,16,1
O5354,12,84,59,95,6
O5355,88,58,68,13,6
O5356,11,2,81,16,6
O5357,64,100,9,14,7
O5358,41,63,47,2,3
O5359,30,90,82,40,7
O5360,99,87,78,46,4
O5361,16,32,1,6,4
O5362,62,84,38,9,8
O5363,47,69,15,70,2
O5364,40,53,28,66,1
O5365,29,52,57,1,2
O5366,19,60,18,19,2
O5367,100,11,17,91,3
O5368,56,39,61,74,8
O5369,28,31,92,5,4
O5370,42,24,30,87,3
O5371,67,46,94,57,5
O5372,18,88,82,66,6
O5373,100,16,56,95,1
O5374,34,1,18,54,8
O5375,86,48,66,88,6
O5376,24,76,54,91,2
O5377,47,50,81,87,2
O5378,94,88,84,5,2
O5379,84,31,6,97,5
O5380,79,58,76,67,5
O5381,98,97,29,44,6
O5382,16,37,57,21,2
O5383,73,35,2,11,3
O5384,65,76,82,70,2
O5385,54,20,84,25,4
O5386,100,89,68,96,3
O5387,47,76,88,84,7
O5388,10,31,86,77,8
O5389,56,88,6,47,2
O5390,49,56,44,65,2
O5391,83,81,64,21,4
O5392,93,33,82,24,4
O5393,9,50,98,73,2
O5394,12,13,39,39,2
O5395,4,92,91,35,4
O5396,62,2,1,12,6
O5397,72,60,25,35,8
O5398,77,45,51,26,8
O5399,94,65,9,8,8
O5400,81,10,36,21,6
O5401,100,36,11,39,3
O5402,5,63,48,69,2
O5403,38,4,29,12,5
O5404,100,23,70,59,2
O5405,28,75,47,14,6
O5406,37,31,52,38,2
O5407,9,77,55,78,6
O5408,92,95,66,39,3
O5409,29,93,28,50,3
O5410,27,84,52,40,6
O5411,23,77,90,95,1
O5412,41,54,43,41,4
O5413,97,66,86,25,3
O5414,47,95,94,87,3
O5415,91,42,54,7,2
O5416,70,33,67,8,8
O5417,35,29,75,73,4
O5418,12,63,43,24,3
O5419,72,54,42,88,4
O5420,43,25,65,50,7
O5421,71,57,46,23,8
O5422,68,89,26,88,6
O5423,64,22,58,32,5
O5424,61,9,25,56,5
O5425,10,54,34,60,5
O5426,76,57,24,38,1
O5427,92,52,53,4,1
O5428,24,78,20,80,5
O5429,9,72,61,56,8
O5430,65,39,67,39,8
O5431,24,94,74,8,5
O5432,36,36,49,83,5
O5433,40,48,92,80,8
O5434,45,28,45,12,8
O5435,53,23,93,4,3
O5436,72,19,88,66,3
O5437,2,71,48,73,3
O5438,83,43,82,50,3
O5439,51,54,74,85,5
O5440,53,34,80,24,6
O5441,58,10,41,75,6
O5442,20,58,25,61,1
O5443,59,23,61,21,3
O5444,30,31,64,57,8
O5445,10,20,8,9,3
O5446,49,67,34,54,2
O5447,37,78,42,27,2
O5448,53,1,51,44,8
O5449,45,1,81,75,6
O5450,1,2,57,35,4
O5451,99,60,63,19,2
O5452,49,18,7,16,6
O5453,85,87,54,59,2
O5454,69,61,93,97,5
O5455,58,30,82,68,2
O5456,56,57,10,63,2
O5457,21,19,33,55,2
O5458,47,78,34,48,8
O5459,42,16,49,28,5
O5460,94,5,15,59,4
O5461,60,29,1,25,1
O5462,94,16,63,20,2
O5463,76,12,13,28,7
O5464,49,49,35,54,6
O5465,48,81,35,67,4
O5466,54,38,63,11,2
O5467,79,49,47,85,7
O5468,11,67,63,89,7
O5469,80,92,95,58,1
O5470,79,20,46,98,3
O5471,21,42,42,70,6
O5472,87,4,35,75,5
O5473,26,11,46,70,4
O5474,35,95,30,34,7
O5475,39,19,58,95,6
O5476,3,28,93,14,1
O5477,4,96,50,18,3
O5478,76,50,16,25,5
O5479,6,20,25,82,7
O5480,57,67,58,83,7
O5481,51,97,5,45,7
O5482,71,24,72,15,3
O5483,92,84,3,31,5
O5484,74,60,61,46,6
O5485,38,28,2,58,4
O5486,60,81,32,44,4
O5487,68,44,37,41,3
O5488,69,98,53,5,5
O5489,44,95,3,57,8
O5490,66,2,17,4,8
O5491,60,88,41,82,1
O5492,30,79,83,38,3
O5493,47,54,40,15,8
O5494,66,20,11,40,3
O5495,66,100,90,38,2
O5496,40,9,3,30,1
O5497,66,56,9,7,5
O5498,95,29,53,32,8
O5499,72,2,55,60,7
O5500,9,84,56,16,3
O5501,72,14,88,34,5
O5502,30,66,69,91,7
O5503,50,48,15,68,1
O5504,85,70,80,59,5
O5505,50,45,39,41,1
O5506,56,35,88,35,3
O5507,71,82,43,66,2
O5508,24,45,55,32,8
O5509,5,61,8,39,1
O5510,96,66,100,45,1
O5511,58,36,73,63,6
O5512,83,51,11,8,6
O5513,66,40,59,96,6
O5514,24,35,96,45,3
O5515,93,43,67,66,2
O5516,15,86,65,13,6
O5517,35,33,45,8,4
O5518,7,9,18,88,6
O5519,55,4,51,10,2
O5520,30,73,83,88,3
O5521,98,41,47,76,6
O5522,63,97,80,76,3
O5523,100,88,3,80,7
O5524,37,78,64,30,3
O5525,100,100,53,53,5
O5526,64,53,2,23,7
O5527,60,88,83,17,7
O5528,37,36,50,27,1
O5529,46,94,47,11,5
O5530,98,82,21,78,5
O5531,86,63,2,67,4
O5532,61,26,42,76,3
O5533,85,98,9,21,3
O5534,44,62,24,12,1
O5535,9,82,28,27,4
O5536,6,28,21,98,4
O5537,20,4,67,61,3
O5538,71,41,79,38,1
O5539,96,28,99,56,7
O5540,15,28,55,88,6
O5541,31,69,69,37,6
O5542,93,37,29,13,8
O5543,63,48,16,20,6
O5544,52,69,32,87,7
O5545,8,18,38,54,6
O5546,11,66,98,58,6
O5547,89,6,60,97,8
O5548,45,2,22,8,6
O5549,99,9,63,56,2
O5550,15,8,20,78,8
O5551,80,91,6,85,6
O5552,40,55,16,49,5
O5553,38,38,67,56,8
O5554,97,41,85,15,5
O5555,97,22,50,1,6
O5556,62,48,99,10,5
O5557,81,32,70,95,4
O5558,38,98,86,22,6
O5559,65,33,51,81,6
O5560,51,93,5,50,2
O5561,48,47,53,10,5
O5562,92,25,15,76,7
O5563,23,58,78,49,3
O5564,48,16,50,11,6
O5565,39,69,62,4,3
O5566,64,17,41,43,6
O5567,54,33,79,88,3
O5568,91,71,71,39,3
O5569,8,60,95,11,5
O5570,53,74,13,82,3
O5571,9,41,75,22,7
O5572,100,25,57,2,4
O5573,93,34,20,70,3
O5574,56,4,31,4,4
O5575,82,32,52,34,3
O5576,47,29,34,55,1
O5577,73,90,15,40,4
O5578,15,66,12,12,6
O5579,40,35,97,17,7
O5580,33,6,76,47,5
O5581,65,34,48,91,8
O5582,34,68,41,55,3
O5583,40,20,30,14,5
O5584,42,4,64,4,4
O5585,83,97,75,34,2
O5586,47,16,64,62,5
O5587,90,69,61,20,4
O5588,62,2,55,19,6
O5589,65,14,98,28,7
O5590,24,47,66,48,4
O5591,32,6,50,15,2
O5592,14,32,93,65,5
O5593,81,65,19,49,4
O5594,69,38,56,87,5
O5595,22,32,88,59,8
O5596,42,42,90,8,7
O5597,86,88,63,96,2
O5598,27,95,13,37,2
O5599,57,25,67,16,2
O5600,11,96,30,32,6
O5601,86,86,74,21,1
O5602,98,12,33,76,1
O5603,16,65,57,63,4
O5604,43,55,63,68,3
O5605,55,69,31,95,8
O5606,45,3,39,42,5
O5607,68,45,27,68,5
O5608,90,29,77,51,1
O5609,36,56,74,83,4
O5610,54,17,11,12,1
O5611,88,67,72,60,4
O5612,47,39,82,94,3
O5613,38,61,47,23,2
O5614,45,64,7,21,5
O5615,99,81,20,67,1
O5616,1,40,51,76,8
O5617,74,8,38,49,7
O5618,90,38,63,7,4
O5619,31,1,34,21,7
O5620,82,14,89,3,3
O5621,19,52,89,6,4
O5622,99,96,56,80,5
O5623,13,20,82,73,1
O5624,34,2,70,7,2
O5625,44,66,47,70,1
O5626,66,28,22,26,1
O5627,68,63,12,92,7
O5628,72,48,64,88,2
O5629,73,44,51,84,2
O5630,37,6,20,100,4
O5631,11,35,25,1,7
O5632,40,28,69,47,5
O5633,81,32,64,97,3
O5634,44,74,75,23,7
O5635,96,72,66,29,8
O5636,41,81,98,54,8
O5637,54,98,53,30,1
O5638,84,9,63,45,5
O5639,48,82,72,1,3
O5640,49,13,30,69,6
O5641,96,91,29,74,4
O5642,37,37,92,77,8
O5643,57,37,48,33,1
O5644,59,34,85,66,8
O5645,49,56,31,67,4
O5646,63,66,64,4,2
O5647,46,36,36,21,3
O5648,37,63,50,61,7
O5649,65,7,69,67,1
O5650,9,58,47,8,1
O5651,53,2,51,21,3
O5652,69,5,6,50,4
O5653,64,51,61,75,5
O5654,27,54,38,58,6
O5655,31,56,60,28,6
O5656,33,91,59,38,8
O5657,17,32,33,9,8
O5658,88,84,83,31,1
O5659,47,80,36,38,5
O5660,51,62,78,41,8
O5661,81,31,17,80,8
O5662,67,95,69,51,2
O5663,49,82,47,70,8
O5664,86,7,11,54,7
O5665,68,96,74,89,5
O5666,96,79,10,90,6
O5667,59,25,69,47,6
O5668,3,37,34,36,5
O5669,31,60,71,55,3
O5670,5,64,56,70,4
O5671,76,33,50,1,1
O5672,29,5,72,72,1
O5673,94,26,96,3,1
O5674,39,57,65,4,6
O5675,83,16,42,54,5
O5676,25,27,60,93,8
O5677,22,1,44,13,4
O5678,69,30,53,7,2
O5679,56,49,88,95,1
O5680,24,1,42,99,6
O5681,29,4,89,89,2
O5682,18,82,37,52,4
O5683,35,87,95,85,7
O5684,28,62,16,87,4
O5685,57,87,73,52,6
O5686,86,17,33,54,2
O5687,46,70,54,21,5
O5688,77,18,95,19,8
O5689,91,90,59,85,8
O5690,19,90,47,96,1
O5691,99,18,76,39,4
O5692,40,56,31,57,5
O5693,23,26,36,55,2
O5694,29,1,86,96,8
O5695,28,42,70,41,7
O5696,60,94,33,8,6
O5697,33,8,71,83,6
O5698,100,57,74,9,5
O5699,34,7,84,50,2
O5700,36,68,10,25,5
O5701,21,76,18,32,6
O5702,85,80,19,63,7
O5703,7,44,12,99,6
O5704,15,12,11,76,1
O5705,29,44,68,91,5
O5706,75,99,11,20,1
O5707,42,72,39,2,8
O5708,48,96,42,46,3
O5709,36,79,18,18,4
O5710,1,41,97,56,5
O5711,84,63,88,99,1
O5712,62,18,25,85,1
O5713,84,10,43,9,3
O5714,18,10,45,5,1
O5715,54,97,85,42,8
O5716,58,14,66,66,3
O5717,91,36,30,84,7
O5718,32,92,66,37,5
O5719,70,43,63,23,1
O5720,23,3,90,10,5
O5721,91,15,14,75,2
O5722,81,68,78,72,6
O5723,67,83,70,31,4
O5724,21,38,2,73,7
O5725,21,97,94,21,4
O5726,96,8,59,89,5
O5727,76,40,51,7,3
O5728,66,32,39,3,6
O5729,46,80,46,99,7
O5730,23,55,61,62,8
O5731,84,72,98,70,4
O5732,10,2,52,87,4
O5733,97,82,32,58,6
O5734,98,65,92,26,4
O5735,90,8,79,10,2
O5736,22,98,14,84,7
O5737,72,73,57,15,8
O5738,94,26,81,75,5
O5739,35,11,72,74,2
O5740,74,94,70,43,8
O5741,62,78,72,93,5
O5742,47,72,7,77,5
O5743,42,89,94,95,3
O5744,42,97,7,97,7
O5745,83,76,73,66,1
O5746,73,14,67,2,8
O5747,80,32,99,79,2
O5748,46,92,14,7,1
O5749,7,42,2,46,5
O5750,77,65,47,41,2
O5751,48,46,19,49,5
O5752,65,54,86,24,3
O5753,51,20,60,8,1
O5754,63,14,56,46,3
O5755,70,15,72,73,1
O5756,41,54,43,74,6
O5757,40,39,94,3,1
O5758,8,9,29,95,1
O5759,42,78,71,14,2
O5760,75,83,52,85,5
O5761,32,20,9,74,8
O5762,98,37,67,47,3
O5763,47,34,88,6,1
O5764,54,62,35,92,1
O5765,1,22,73,54,2
O5766,42,93,85,14,3
O5767,66,21,63,2,4
O5768,35,17,48,79,2
O5769,1,14,36,39,1
O5770,24,99,78,58,4
O5771,62,65,11,39,8
O5772,67,78,47,23,3
O5773,88,35,97,52,7
O5774,2,80,9,67,2
O5775,21,70,36,17,5
O5776,53,69,98,36,8
O5777,4,21,92,83,2
O5778,50,83,5,44,7
O5779,63,47,50,26,6
O5780,2,57,10,88,1
O5781,50,29,77,24,1
O5782,59,89,100,64,7
O5783,14,81,40,67,7
O5784,51,47,69,98,8
O5785,23,96,9,16,4
O5786,91,31,81,87,6
O5787,56,47,40,63,6
O5788,50,9,97,58,2
O5789,6,71,5,4,7
O5790,79,68,60,13,1
O5791,15,28,79,27,2
O5792,65,28,8,51,3
O5793,46,99,45,41,3
O5794,84,81,14,87,5
O5795,71,47,8,52,8
O5796,90,34,25,28,4
O5797,48,5,12,41,7
O5798,61,67,96,76,1
O5799,91,67,48,31,6
O5800,9,38,15,95,1
O5801,42,75,24,19,1
O5802,84,94,95,9,3
O5803,17,4,63,35,8
O5804,54,55,97,99,5
O5805,43,97,14,33,6
O5806,99,56,99,90,5
O5807,34,52,9,75,3
O5808,76,48,84,92,5
O5809,85,19,37,59,8
O5810,38,1,99,73,7
O5811,61,93,62,24,8
O5812,45,52,8,5,3
O5813,99,57,91,100,4
O5814,94,21,36,90,7
O5815,73,48,30,45,1
O5816,54,88,12,1,3
O5817,56,8,81,42,8
O5818,80,70,1,22,4
O5819,59,36,18,38,4
O5820,45,25,3,22,7
O5821,48,92,23,94,2
O5822,28,15,99,39,8
O5823,33,17,88,64,8
O5824,19,15,59,10,4
O5825,12,29,54,73,2
O5826,14,50,18,46,1
O5827,92,63,95,8,5
O5828,78,65,12,46,2
O5829,72,34,39,13,3
O5830,65,13,9,21,3
O5831,56,95,59,86,3
O5832,97,82,97,81,1
O5833,74,30,1,85,6
O5834,94,73,67,55,3
O5835,8,2,58,13,3
O5836,24,80,26,95,2
O5837,64,85,11,4,2
O5838,21,75,22,38,6
O5839,72,11,17,97,4
O5840,57,93,93,96,5
O5841,86,43,45,70,7
O5842,39,64,71,63,1
O5843,85,45,94,74,1
O5844,17,97,18,46,7
O5845,59,48,68,20,6
O5846,89,70,91,19,3
O5847,26,49,12,67,2
O5848,63,16,93,78,6
O5849,33,96,54,14,1
O5850,51,83,76,83,6
O5851,91,94,84,16,1
O5852,50,42,28,28,1
O5853,86,40,84,4,4
O5854,23,60,16,9,8
O5855,97,67,74,69,6
O5856,68,10,94,11,7
O5857,30,85,98,64,8
O5858,63,8,94,11,5
O5859,92,34,9,48,1
O5860,31,74,46,42,7
O5861,57,3,32,84,3
O5862,2,90,91,40,7
O5863,30,30,44,28,4
O5864,16,5,99,28,8
O5865,89,60,73,31,3
O5866,84,86,3,95,8
O5867,92,55,61,36,1
O5868,39,64,61,29,8
O5869,76,46,28,85,4
O5870,40,99,3,94,4
O5871,46,78,91,52,1
O5872,10,49,7,70,8
O5873,36,66,69,75,4
O5874,36,93,11,74,7
O5875,6,93,33,89,2
O5876,27,42,72,48,2
O5877,30,82,50,77,3
O5878,31,3,97,14,3
O5879,49,69,60,1,4
O5880,47,36,56,50,3
O5881,79,30,5,28,1
O5882,74,93,18,1,8
O5883,15,44,94,96,8
O5884,49,67,88,95,1
O5885,81,63,12,63,6
O5886,45,67,38,80,1
O5887,47,67,54,67,2
O5888,77,53,51,98,5
O5889,3,65,5,51,8
O5890,65,2,12,52,5
O5891,64,49,21,12,5
O5892,53,71,56,21,8
O5893,70,4,49,97,5
O5894,11,49,45,44,1
O5895,35,43,62,59,7
O5896,66,61,55,37,8
O5897,76,66,8,74,3
O5898,19,26,79,52,5
O5899,42,12,50,65,5
O5900,15,74,33,75,3
O5901,100,82,100,23,4
O5902,44,35,35,8,1
O5903,56,84,26,1,7
O5904,94,52,57,42,8
O5905,15,79,94,58,1
O5906,71,12,63,83,6
O5907,26,53,14,26,7
O5908,46,10,62,78,8
O5909,100,66,48,97,7
O5910,34,6,94,74,5
O5911,80,49,20,94,8
O5912,71,56,88,73,7
O5913,37,98,15,25,2
O5914,74,13,10,66,6
O5915,61,22,22,87,4
O5916,76,83,89,10,7
O5917,64,70,29,56,1
O5918,81,98,37,17,4
O5919,62,83,34,91,1
O5920,86,12,5,17,2
O5921,24,9,15,32,3
O5922,35,44,43,100,3
O5923,71,70,6,26,5
O5924,15,69,39,23,2
O5925,81,86,19,46,4
O5926,97,99,8,35,8
O5927,54,88,14,89,2
O5928,5,67,85,8,3
O5929,77,20,99,84,4
O5930,71,10,17,79,3
O5931,28,55,19,53,4
O5932,52,52,70,29,7
O5933,51,92,19,96,7
O5934,31,87,2,73,1
O5935,37,53,34,2,1
O5936,8,23,74,35,1
O5937,69,30,50,23,1
O5938,72,37,1,45,5
O5939,98,5,78,34,4
O5940,12,48,11,60,1
O5941,50,91,23,17,4
O5942,2,22,6,24,3
O5943,4,75,62,49,4
O5944,89,51,85,60,3
O5945,97,38,66,50,1
O5946,56,50,76,57,6
O5947,68,62,28,80,2
O5948,5,92,74,83,7
O5949,46,95,52,50,4
O5950,21,1,70,38,3
O5951,65,90,18,20,2
O5952,55,2,34,88,4
O5953,72,91,49,93,7
O5954,90,20,17,30,6
O5955,13,48,88,66,7
O5956,9,77,66,54,6
O5957,84,10,35,19,3
O5958,89,37,1,87,3
O5959,63,44,35,78,5
O5960,74,58,73,19,7
O5961,98,49,6,19,6
O5962,32,79,37,92,2
O5963,17,59,33,39,8
O5964,38,59,55,14,7
O5965,84,87,7,52,5
O5966,8,33,26,52,7
O5967,9,5,64,82,4
O5968,59,99,67,20,1
O5969,66,5,26,65,2
O5970,66,33,89,95,3
O5971,69,42,68,21,6
O5972,34,99,81,75,2
O5973,56,51,44,47,3
O5974,58,32,73,54,1
O5975,81,42,86,50,6
O5976,84,63,19,73,3
O5977,18,57,60,66,5
O5978,89,69,25,33,6
O5979,9,41,100,17,3
O5980,25,2,42,29,8
O5981,89,4,54,8,8
O5982,87,79,53,40,8
O5983,78,47,59,25,4
O5984,9,98,35,74,1
O5985,48,37,93,97,1
O5986,68,92,86,22,2
O5987,61,78,33,87,6
O5988,17,47,46,93,6
O5989,97,64,91,26,1
O5990,5,44,11,28,3
O5991,2,47,84,75,7
O5992,94,53,62,45,8
O5993,93,53,47,99,6
O5994,26,70,73,12,5
O5995,81,98,1,86,7
O5996,50,92,13,27,4
O5997,2,5,19,63,7
O5998,34,3,95,14,6
O5999,40,45,1,2,3
O6000,51,46,67,95,4
O6001,27,67,17,63,3
O6002,71,82,41,83,5
O6003,54,74,92,94,5
O6004,57,60,15,60,2
O6005,66,12,75,6,8
O6006,85,76,52,73,6
O6007,18,24,74,37,3
O6008,86,19,5,85,7
O6009,81,88,72,86,1
O6010,52,73,7,9,7
O6011,24,4,40,4,8
O6012,55,93,87,30,8
O6013,74,61,50,34,4
O6014,5,1,17,87,1
O6015,97,17,19,5,1
O6016,3,22,69,30,5
O6017,100,62,20,44,5
O6018,95,16,98,90,2
O6019,95,15,71,70,2
O6020,16,51,39,87,5
O6021,63,56,20,44,3
O6022,51,83,20,8,6
O6023,20,33,1,34,4
O6024,89,45,13,90,6
O6025,48,33,28,51,5
O6026,80,61,77,48,8
O6027,93,9,33,23,3
O6028,34,50,1,24,8
O6029,52,4,70,10,2
O6030,6,88,25,98,7
O6031,16,38,15,95,8
O6032,54,72,42,75,4
O6033,33,12,63,46,8
O6034,97,8,9,84,5
O6035,82,30,93,83,8
O6036,53,8,10,73,2
O6037,62,52,37,40,2
O6038,35,9,96,95,5
O6039,4,63,6,16,8
O6040,53,94,70,9,5
O6041,29,24,42,30,7
O6042,44,50,31,50,4
O6043,86,45,99,19,2
O6044,68,64,49,52,4
O6045,36,61,22,30,5
O6046,68,68,55,43,7
O6047,71,100,55,83,3
O6048,10,90,2,53,5
O6049,11,34,93,66,3
O6050,58,97,47,100,6
O6051,17,87,56,12,5
O6052,77,55,50,60,5
O6053,72,39,73,99,4
O6054,76,43,41,7,3
O6055,12,62,31,43,2
O6056,65,52,30,10,4
O6057,71,90,13,29,5
O6058,38,39,47,79,1
O6059,56,13,17,67,6
O6060,7,16,8,84,6
O6061,87,49,91,19,6
O6062,56,94,77,51,7
O6063,46,99,17,84,1
O6064,23,4,16,53,8
O6065,78,44,3,75,5
O6066,19,93,80,96,3
O6067,95,70,55,26,6
O6068,10,98,66,4,2
O6069,64,92,69,58,8
O6070,74,19,35,46,3
O6071,37,14,60,10,4
O6072,52,97,4,9,4
O6073,96,58,69,41,7
O6074,5,55,47,45,3
O6075,94,77,95,40,1
O6076,54,66,63,15,1
O6077,91,45,87,17,8
O6078,39,77,15,46,4
O6079,19,42,96,26,5
O6080,35,7,21,74,2
O6081,3,45,89,4,1
O6082,47,34,62,70,7
O6083,24,83,31,41,4
O6084,70,69,49,1,5
O6085,70,24,73,14,2
O6086,100,20,93,16,1
O6087,87,16,84,84,2
O6088,38,31,14,84,5
O6089,50,64,77,64,8
O6090,1,66,7,45,7
O6091,82,47,94,33,2
O6092,67,62,77,5,7
O6093,44,75,71,77,1
O6094,42,80,92,11,7
O6095,69,88,36,81,2
O6096,52,18,54,71,6
O6097,48,62,98,89,5
O6098,5,70,50,47,6
O6099,98,25,24,46,8
O6100,54,5,19,60,4
O6101,92,22,74,39,4
O6102,53,27,52,22,4
O6103,15,75,34,67,4
O6104,68,18,13,35,7
O6105,47,85,50,48,8
O6106,77,61,93,84,1
O6107,7,76,48,45,1
O6108,45,32,53,79,2
O6109,100,55,51,71,7
O6110,72,15,89,18,8
O6111,85,32,93,82,2
O6112,43,84,60,76,8
O6113,77,44,22,28,5
O6114,95,59,88,72,6
O6115,29,99,95,49,1
O6116,17,76,31,31,8
O6117,58,95,84,38,2
O6118,99,56,44,75,6
O6119,2,100,54,17,4
O6120,32,12,67,44,1
O6121,16,8,28,86,7
O6122,26,60,94,5,5
O6123,22,84,12,23,6
O6124,9,77,86,86,4
O6125,13,84,100,4,6
O6126,72,59,75,89,7
O6127,62,16,4,25,3
O6128,45,20,20,69,8
O6129,45,49,50,26,6
O6130,33,76,66,75,2
O6131,91,28,3,91,6
O6132,59,75,51,95,4
O6133,36,15,97,8,4
O6134,29,30,14,7,7
O6135,13,36,68,17,1
O6136,77,52,33,85,8
O6137,49,93,60,18,1
O6138,80,23,6,29,2
O6139,25,4,13,21,1
O6140,34,100,77,53,8
O6141,38,17,90,38,5
O6142,37,54,24,87,1
O6143,87,62,98,39,5
O6144,27,2,56,69,5
O6145,56,91,4,57,3
O6146,57,93,43,67,1
O6147,53,1,21,39,4
O6148,84,4,73,41,3
O6149,25,34,75,94,4
O6150,19,60,64,62,4
O6151,27,92,94,39,6
O6152,41,38,30,65,7
O6153,18,2,42,51,6
O6154,74,98,79,50,1
O6155,82,94,73,59,8
O6156,81,2,67,75,1
O6157,98,79,20,25,7
O6158,78,96,45,39,1
O6159,32,100,32,75,2
O6160,6,97,18,91,2
O6161,2,77,43,89,5
O6162,24,38,74,23,3
O6163,82,29,81,86,8
O6164,49,65,98,84,5
O6165,13,4,77,71,8
O6166,82,45,44,59,6
O6167,37,56,75,94,3
O6168,27,12,41,31,4
O6169,45,51,64,16,7
O6170,76,4,88,2,3
O6171,66,75,84,84,4
O6172,39,43,87,8,5
O6173,53,67,84,83,5
O6174,14,21,90,28,3
O6175,23,15,67,37,4
O6176,78,54,94,30,2
O6177,77,13,9,82,7
O6178,6,43,54,44,7
O6179,64,86,31,59,3
O6180,75,64,98,20,6
